"ID","start_age","grid","death_day","death_age"
55588,32,2,21310,90.3836
55589,69,3,5295,83.5068
55590,52,2,13866,89.989
55591,76,3,3247,84.8959
55592,81,2,7491,101.5233
55593,77,3,7951,98.7836
55594,51,2,19693,104.9534
55595,42,3,12907,77.3616
55596,87,2,2509,93.874
55597,64,1,13214,100.2027
55598,55,1,13313,91.474
55599,30,2,18409,80.4356
55600,33,1,8489,56.2575
55601,68,3,7531,88.6329
55602,32,2,11779,64.2712
55603,65,2,123,65.337
55604,80,2,3736,90.2356
55605,78,1,772,80.1151
55606,48,1,3780,58.3562
55607,46,2,8950,70.5205
55608,64,3,9064,88.8329
55609,62,1,9003,86.6658
55610,79,3,2841,86.7836
55611,84,1,5965,100.3425
55612,62,2,7682,83.0466
55613,74,1,2943,82.063
55614,33,1,14351,72.3178
55615,43,2,14411,82.4822
55616,83,1,4064,94.1342
55617,61,1,6521,78.8658
55618,49,1,10456,77.6466
55619,61,3,7897,82.6356
55620,63,2,9707,89.5945
55621,43,1,7412,63.3068
55622,90,3,262,90.7178
55623,44,1,14080,82.5753
55624,32,1,22865,94.6438
55625,88,2,2568,95.0356
55626,46,2,8526,69.3589
55627,63,3,13168,99.0767
55628,64,3,3644,73.9836
55629,37,2,16326,81.7288
55630,37,1,17567,85.1288
55631,70,1,2888,77.9123
55632,70,3,9469,95.9425
55633,48,1,4288,59.7479
55634,48,1,7461,68.4411
55635,63,3,8196,85.4548
55636,36,3,18903,87.789
55637,52,2,5954,68.3123
55638,74,3,340,74.9315
55639,53,2,5327,67.5945
55640,83,3,1861,88.0986
55641,42,3,11569,73.6959
55642,51,2,6489,68.7781
55643,69,2,4189,80.4767
55644,49,2,7908,70.6658
55645,43,2,13189,79.1342
55646,60,3,6289,77.2301
55647,33,3,9093,57.9123
55648,33,3,14073,71.5562
55649,69,3,3311,78.0712
55650,36,1,13567,73.1699
55651,58,3,11755,90.2055
55652,63,3,1294,66.5452
55653,32,2,18015,81.3562
55654,59,1,11780,91.274
55655,86,1,2200,92.0274
55656,58,1,8661,81.7288
55657,37,1,18242,86.9781
55658,58,2,9115,82.9726
55659,32,1,5081,45.9205
55660,67,1,9564,93.2027
55661,42,1,11554,73.6548
55662,35,3,18964,86.9562
55663,67,3,8669,90.7507
55664,81,2,1231,84.3726
55665,30,3,22841,92.5781
55666,30,2,20829,87.0658
55667,47,3,12799,82.0658
55668,50,2,10176,77.8795
55669,46,3,18321,96.1945
55670,31,1,9313,56.5151
55671,46,1,15428,88.2685
55672,78,1,5536,93.1671
55673,59,1,8969,83.5726
55674,70,2,2989,78.189
55675,64,3,5971,80.3589
55676,43,1,10520,71.8219
55677,65,3,2720,72.4521
55678,85,1,2117,90.8
55679,43,1,17672,91.4164
55680,51,3,8052,73.0603
55681,50,3,13573,87.1863
55682,48,3,12451,82.1123
55683,52,2,2241,58.1397
55684,63,3,8399,86.011
55685,40,1,13224,76.2301
55686,45,1,15311,86.9479
55687,40,2,16058,83.9945
55688,42,3,7753,63.2411
55689,58,3,11263,88.8575
55690,71,2,4088,82.2
55691,34,2,999,36.737
55692,47,1,17362,94.5671
55693,38,2,16851,84.1671
55694,72,1,3632,81.9507
55695,42,3,16958,88.4603
55696,67,2,4225,78.5753
55697,63,2,5483,78.0219
55698,40,1,15918,83.611
55699,52,3,13863,89.9808
55700,88,1,2302,94.3068
55701,63,2,1881,68.1534
55702,38,2,21130,95.8904
55703,39,3,16747,84.8822
55704,44,1,14765,84.4521
55705,80,1,7082,99.4027
55706,85,2,4,85.011
55707,30,1,27908,106.4603
55708,43,2,11689,75.0247
55709,39,1,14766,79.4548
55710,73,3,3458,82.474
55711,66,3,8934,90.4767
55712,49,1,14039,87.463
55713,38,3,18553,88.8301
55714,55,1,12239,88.5315
55715,41,2,4813,54.1863
55716,55,1,1370,58.7534
55717,74,1,8142,96.3068
55718,57,3,5714,72.6548
55719,60,3,13833,97.8986
55720,65,2,9144,90.0521
55721,52,2,4037,63.0603
55722,81,2,493,82.3507
55723,77,2,5169,91.1616
55724,83,1,4839,96.2575
55725,63,2,1743,67.7753
55726,35,3,14593,74.9808
55727,86,1,407,87.1151
55728,70,3,3894,80.6685
55729,34,3,9736,60.674
55730,77,1,4405,89.0685
55731,65,1,6986,84.1397
55732,30,2,15561,72.6329
55733,55,3,11039,85.2438
55734,54,3,10317,82.2658
55735,70,2,5500,85.0685
55736,69,3,3935,79.7808
55737,55,2,10372,83.4164
55738,87,2,1578,91.3233
55739,69,1,5715,84.6575
55740,90,2,2118,95.8027
55741,63,2,4843,76.2685
55742,57,3,3047,65.3479
55743,78,2,5017,91.7452
55744,43,1,17302,90.4027
55745,37,2,13146,73.0164
55746,30,3,19048,82.1863
55747,76,1,305,76.8356
55748,31,2,12931,66.4274
55749,31,2,14778,71.4877
55750,43,2,8246,65.5918
55751,75,1,6217,92.0329
55752,67,3,3324,76.1068
55753,36,2,20264,91.5178
55754,30,3,9298,55.474
55755,51,1,5852,67.0329
55756,41,2,13142,77.0055
55757,32,2,10841,61.7014
55758,67,3,3157,75.6493
55759,61,3,3289,70.011
55760,47,3,14434,86.5452
55761,81,1,910,83.4932
55762,76,2,6236,93.0849
55763,42,3,14015,80.3973
55764,71,3,7725,92.1644
55765,65,2,8188,87.4329
55766,47,3,10049,74.5315
55767,48,3,7138,67.5562
55768,49,2,18657,100.1151
55769,68,1,5705,83.6301
55770,76,2,6229,93.0658
55771,52,2,12668,86.7068
55772,43,1,17176,90.0575
55773,62,2,6945,81.0274
55774,55,1,7843,76.4877
55775,32,3,21909,92.0247
55776,48,2,16706,93.7699
55777,87,3,240,87.6575
55778,34,3,17556,82.0986
55779,71,2,9524,97.0932
55780,81,2,1132,84.1014
55781,72,2,9277,97.4164
55782,48,2,15101,89.3726
55783,79,3,949,81.6
55784,58,3,13358,94.5973
55785,55,2,11637,86.8822
55786,86,2,4776,99.0849
55787,31,3,19008,83.0767
55788,85,2,1821,89.989
55789,54,2,14059,92.5178
55790,61,3,11017,91.1836
55791,45,2,10343,73.337
55792,45,1,15681,87.9616
55793,38,2,12342,71.8137
55794,36,3,20785,92.9452
55795,75,2,8566,98.4685
55796,58,3,11745,90.1781
55797,66,1,861,68.3589
55798,44,1,17875,92.9726
55799,50,2,8127,72.2658
55800,56,3,13163,92.063
55801,47,1,11272,77.8822
55802,36,3,7327,56.074
55803,72,1,6901,90.9068
55804,74,1,8454,97.1616
55805,46,3,14335,85.274
55806,61,2,12577,95.4575
55807,81,3,300,81.8219
55808,84,3,2208,90.0493
55809,58,3,4370,69.9726
55810,82,3,4193,93.4877
55811,76,1,3688,86.1041
55812,49,1,16879,95.2438
55813,84,2,5946,100.2904
55814,63,3,7601,83.8247
55815,45,1,16348,89.789
55816,39,2,16733,84.8438
55817,45,1,19141,97.4411
55818,64,2,7991,85.8932
55819,66,3,1532,70.1973
55820,42,3,22428,103.4466
55821,74,1,8352,96.8822
55822,46,1,14809,86.5726
55823,31,2,20635,87.5342
55824,65,1,7664,85.9973
55825,34,2,5109,47.9973
55826,83,1,2363,89.474
55827,70,1,4793,83.1315
55828,64,2,4717,76.9233
55829,41,2,6503,58.8164
55830,42,3,2495,48.8356
55831,56,3,14496,95.7151
55832,55,3,14599,94.9973
55833,76,1,9263,101.3781
55834,82,2,2015,87.5205
55835,78,1,2536,84.9479
55836,73,2,9754,99.7233
55837,48,1,7145,67.5753
55838,37,2,15272,78.8411
55839,79,2,3923,89.7479
55840,45,3,12629,79.6
55841,79,3,4352,90.9233
55842,57,1,10417,85.5397
55843,55,3,5638,70.4466
55844,68,1,5419,82.8466
55845,64,1,1744,68.7781
55846,67,1,1947,72.3342
55847,58,3,8260,80.6301
55848,52,3,14914,92.8603
55849,51,1,13034,86.7096
55850,43,2,6510,60.8356
55851,84,1,5639,99.4493
55852,80,3,2706,87.4137
55853,40,3,13505,77
55854,80,2,2178,85.9671
55855,47,1,15045,88.2192
55856,49,1,8638,72.6658
55857,59,3,13478,95.926
55858,70,1,5840,86
55859,44,3,18966,95.9616
55860,63,2,9970,90.3151
55861,42,3,15536,84.5644
55862,56,1,346,56.9479
55863,34,2,15367,76.1014
55864,56,3,8809,80.1342
55865,44,2,6756,62.5096
55866,51,3,2577,58.0603
55867,55,2,5112,69.0055
55868,65,3,7458,85.4329
55869,70,1,3385,79.274
55870,75,3,6146,91.8384
55871,45,1,18170,94.7808
55872,79,2,7012,98.211
55873,44,2,10675,73.2466
55874,47,3,7925,68.7123
55875,42,1,20444,98.011
55876,84,3,2832,91.7589
55877,34,2,9906,61.1397
55878,69,2,7895,90.6301
55879,82,3,2927,90.0192
55880,81,2,178,81.4877
55881,62,3,7706,83.1123
55882,81,1,5310,95.5479
55883,46,2,7694,67.0795
55884,67,3,9240,92.3151
55885,66,3,1340,69.6712
55886,48,3,13896,86.0712
55887,64,3,11662,95.9507
55888,70,2,6784,88.5863
55889,49,1,14,49.0384
55890,30,2,19262,82.7726
55891,42,2,8626,65.6329
55892,48,3,20275,103.5479
55893,65,3,4968,78.611
55894,45,2,13231,81.2493
55895,68,3,10014,95.4356
55896,58,3,6629,76.1616
55897,34,1,8871,58.3041
55898,55,3,8205,77.4795
55899,37,2,20426,92.9616
55900,65,3,6217,82.0329
55901,50,2,8107,72.211
55902,38,1,16756,83.9068
55903,68,3,6274,85.189
55904,31,3,26302,103.0603
55905,30,2,10960,60.0274
55906,51,3,17395,98.6575
55907,39,1,5690,54.589
55908,50,1,8541,73.4
55909,57,1,8788,81.0767
55910,33,1,18507,83.7041
55911,49,1,16902,95.3068
55912,75,1,3520,84.6438
55913,67,2,4737,79.9781
55914,32,2,9989,59.3671
55915,41,1,8859,65.2712
55916,34,1,18055,83.4658
55917,55,3,15907,98.5808
55918,65,2,11692,97.0329
55919,59,1,8867,83.2932
55920,72,3,3710,82.1644
55921,73,1,4553,85.474
55922,31,1,20518,87.2137
55923,74,3,2679,81.3397
55924,39,1,19663,92.8712
55925,50,3,14151,88.7699
55926,30,3,22184,90.7781
55927,47,3,3069,55.4082
55928,47,1,691,48.8932
55929,33,1,17667,81.4027
55930,45,3,14820,85.6027
55931,40,1,16919,86.3534
55932,56,3,4704,68.8877
55933,45,1,15003,86.1041
55934,39,3,21201,97.0849
55935,56,1,31,56.0849
55936,56,1,11068,86.3233
55937,31,2,20116,86.1123
55938,36,2,5388,50.7616
55939,79,2,4988,92.6658
55940,50,3,3258,58.926
55941,56,1,15408,98.2137
55942,57,1,14662,97.1699
55943,43,1,11341,74.0712
55944,39,1,17832,87.8548
55945,56,1,11025,86.2055
55946,66,2,11295,96.9452
55947,39,1,11783,71.2822
55948,77,1,7406,97.2904
55949,64,1,9166,89.1123
55950,32,1,18815,83.5479
55951,33,2,18512,83.7178
55952,33,1,20494,89.1479
55953,74,1,4351,85.9205
55954,46,2,14052,84.4986
55955,59,2,12501,93.2493
55956,53,2,13254,89.3123
55957,79,3,3370,88.2329
55958,64,2,7754,85.2438
55959,60,2,930,62.5479
55960,62,1,10313,90.2548
55961,60,1,6353,77.4055
55962,46,3,2998,54.2137
55963,42,2,5799,57.8877
55964,37,1,14352,76.3205
55965,75,2,5716,90.6603
55966,51,3,6443,68.6521
55967,58,1,985,60.6986
55968,38,1,18296,88.126
55969,79,3,2470,85.7671
55970,35,1,20912,92.2932
55971,55,1,19632,108.7863
55972,38,2,14478,77.6658
55973,66,3,12640,100.6301
55974,76,3,6256,93.1397
55975,65,2,7607,85.8411
55976,68,1,7797,89.3616
55977,71,1,6764,89.5315
55978,67,2,9520,93.0822
55979,42,1,14862,82.7178
55980,31,2,17155,78
55981,66,3,5304,80.5315
55982,50,2,11906,82.6192
55983,86,3,4627,98.6767
55984,62,3,9359,87.6411
55985,67,2,9185,92.1644
55986,32,3,25024,100.5589
55987,66,1,7067,85.3616
55988,74,2,3248,82.8986
55989,62,2,1999,67.4767
55990,56,3,6233,73.0767
55991,30,2,16402,74.937
55992,53,1,8485,76.2466
55993,72,3,1652,76.526
55994,50,1,16071,94.0301
55995,73,2,1077,75.9507
55996,36,1,19188,88.5699
55997,76,3,2409,82.6
55998,53,1,10908,82.8849
55999,45,1,17266,92.3041
56000,43,3,15121,84.4274
56001,75,1,5441,89.9068
56002,72,2,8673,95.7616
56003,43,2,6140,59.8219
56004,70,2,9601,96.3041
56005,54,1,6184,70.9425
56006,61,2,7580,81.7671
56007,34,3,21277,92.2932
56008,68,1,2911,75.9753
56009,84,2,3122,92.5534
56010,67,2,6486,84.7699
56011,46,3,15616,88.7836
56012,87,1,3375,96.2466
56013,68,1,4185,79.4658
56014,43,3,12505,77.2603
56015,33,3,3680,43.0822
56016,38,1,16454,83.0795
56017,58,1,7746,79.2219
56018,80,3,4083,91.1863
56019,49,1,15762,92.1836
56020,46,2,11524,77.5726
56021,42,1,7987,63.8822
56022,89,1,736,91.0164
56023,55,2,11518,86.5562
56024,69,1,776,71.126
56025,63,3,7469,83.463
56026,67,1,1005,69.7534
56027,47,2,9146,72.0575
56028,34,3,21366,92.537
56029,76,1,1365,79.7397
56030,55,3,8579,78.5041
56031,71,3,2704,78.4082
56032,49,1,12418,83.0219
56033,57,2,12732,91.8822
56034,62,3,3402,71.3205
56035,72,1,8510,95.3151
56036,56,2,13755,93.6849
56037,66,1,7366,86.1808
56038,35,2,18204,84.874
56039,43,2,19116,95.3726
56040,77,3,7589,97.7918
56041,70,1,8083,92.1452
56042,78,3,3482,87.5397
56043,81,3,615,82.6849
56044,65,3,3659,75.0247
56045,53,1,13742,90.6493
56046,42,1,10173,69.8712
56047,60,2,10370,88.411
56048,76,2,3805,86.4247
56049,46,2,7053,65.3233
56050,32,2,19901,86.5233
56051,52,2,13386,88.674
56052,34,3,22415,95.411
56053,63,2,12363,96.8712
56054,72,3,3144,80.6137
56055,50,2,5595,65.3288
56056,50,2,15993,93.8164
56057,75,1,5,75.0137
56058,40,2,14477,79.663
56059,48,1,16788,93.9945
56060,53,2,9676,79.5096
56061,43,1,18962,94.9507
56062,62,3,3783,72.3644
56063,78,1,2914,85.9836
56064,31,3,4570,43.5205
56065,57,3,13107,92.9096
56066,51,3,14708,91.2959
56067,61,3,11567,92.6904
56068,71,1,4227,82.5808
56069,73,3,4110,84.2603
56070,61,1,5179,75.189
56071,66,1,6472,83.7315
56072,31,3,19592,84.6767
56073,49,3,6682,67.3068
56074,57,3,10730,86.3973
56075,50,2,8808,74.1315
56076,35,2,18938,86.8849
56077,75,3,9300,100.4795
56078,50,3,17167,97.0329
56079,68,3,8338,90.8438
56080,83,1,2313,89.337
56081,59,1,12181,92.3726
56082,86,1,2631,93.2082
56083,54,2,14193,92.8849
56084,50,3,15196,91.6329
56085,48,3,9708,74.5973
56086,52,2,7289,71.9699
56087,76,1,3877,86.6219
56088,34,2,9504,60.0384
56089,65,3,9436,90.8521
56090,68,3,3012,76.2521
56091,66,3,3271,74.9616
56092,84,2,1793,88.9123
56093,37,1,13202,73.1699
56094,48,3,11035,78.2329
56095,39,1,19471,92.3452
56096,31,2,22164,91.7233
56097,57,2,2063,62.6521
56098,48,1,9802,74.8548
56099,54,3,8130,76.274
56100,35,2,21679,94.3945
56101,56,1,5831,71.9753
56102,35,1,17460,82.8356
56103,60,3,2439,66.6822
56104,39,1,14676,79.2082
56105,75,3,3334,84.1342
56106,31,1,16799,77.0247
56107,61,1,11724,93.1205
56108,42,1,18959,93.9425
56109,78,1,398,79.0904
56110,44,1,6407,61.5534
56111,53,1,8362,75.9096
56112,56,3,14685,96.2329
56113,51,2,8472,74.211
56114,65,1,4072,76.1562
56115,37,1,21462,95.8
56116,30,1,21202,88.0877
56117,56,3,6289,73.2301
56118,53,2,11138,83.5151
56119,37,3,4792,50.1288
56120,75,1,2948,83.0767
56121,84,1,4137,95.3342
56122,39,1,14033,77.4466
56123,30,3,25951,101.0986
56124,87,3,3833,97.5014
56125,30,3,15424,72.2575
56126,71,3,6274,88.189
56127,45,3,13845,82.9315
56128,68,3,7324,88.0658
56129,51,3,11950,83.7397
56130,52,3,11919,84.6548
56131,31,3,6189,47.9562
56132,51,3,3489,60.5589
56133,53,3,10151,80.811
56134,73,3,3431,82.4
56135,34,3,10399,62.4904
56136,42,2,12874,77.2712
56137,48,3,10788,77.5562
56138,36,3,18850,87.6438
56139,57,1,2383,63.5288
56140,87,2,1506,91.126
56141,82,1,15,82.0411
56142,35,1,11693,67.0356
56143,46,1,19720,100.0274
56144,87,3,2581,94.0712
56145,33,1,17691,81.4685
56146,71,1,3465,80.4932
56147,64,3,8396,87.0027
56148,39,1,18309,89.1616
56149,64,1,10099,91.6685
56150,39,3,13601,76.263
56151,62,3,5670,77.5342
56152,48,2,9057,72.8137
56153,54,3,12656,88.674
56154,52,2,6266,69.1671
56155,60,3,8107,82.211
56156,31,1,15236,72.7425
56157,40,3,14032,78.4438
56158,67,3,12573,101.4466
56159,42,1,8523,65.3507
56160,48,1,16549,93.3397
56161,48,1,12401,81.9753
56162,52,2,17716,100.537
56163,58,3,3952,68.8274
56164,83,2,847,85.3205
56165,53,3,6726,71.4274
56166,53,3,10573,81.9671
56167,41,3,12649,75.6548
56168,78,2,425,79.1644
56169,75,3,6980,94.1233
56170,34,3,14118,72.6795
56171,71,3,66,71.1808
56172,78,1,1020,80.7945
56173,85,2,5171,99.1671
56174,45,3,13529,82.0658
56175,68,3,6714,86.3945
56176,33,2,20357,88.7726
56177,76,1,2002,81.4849
56178,42,1,14374,81.3808
56179,82,2,2576,89.0575
56180,32,2,16484,77.1616
56181,31,2,18585,81.9178
56182,83,1,1241,86.4
56183,45,1,13848,82.9397
56184,63,2,8969,87.5726
56185,35,3,690,36.8904
56186,47,3,13837,84.9096
56187,72,1,4256,83.6603
56188,43,1,18340,93.2466
56189,32,2,13216,68.2082
56190,63,1,1023,65.8027
56191,34,3,11149,64.5452
56192,42,2,15856,85.4411
56193,50,1,11623,81.8438
56194,71,1,5462,85.9644
56195,55,2,11358,86.1178
56196,32,1,11863,64.5014
56197,69,2,11196,99.674
56198,65,3,8449,88.1479
56199,48,1,11438,79.337
56200,40,3,12532,74.3342
56201,76,3,1209,79.3123
56202,35,1,18240,84.9726
56203,30,1,13983,68.3096
56204,41,3,13695,78.5205
56205,73,3,3040,81.3288
56206,78,1,2578,85.063
56207,43,1,7213,62.7616
56208,35,1,13025,70.6849
56209,37,3,12498,71.2411
56210,62,3,8487,85.2521
56211,32,2,11337,63.0603
56212,63,3,9752,89.7178
56213,81,3,1163,84.1863
56214,74,2,6830,92.7123
56215,43,2,9942,70.2384
56216,69,1,7669,90.011
56217,59,1,3405,68.3288
56218,67,3,8298,89.7342
56219,67,3,9131,92.0164
56220,53,1,13277,89.3753
56221,53,1,13853,90.9534
56222,55,2,12861,90.2356
56223,54,2,15252,95.7863
56224,44,1,11355,75.1096
56225,72,1,3778,82.3507
56226,58,3,451,59.2356
56227,50,2,15708,93.0356
56228,46,2,7582,66.7726
56229,74,1,5799,89.8877
56230,41,1,14403,80.4603
56231,43,1,10944,72.9836
56232,68,2,8508,91.3096
56233,39,2,11108,69.4329
56234,45,3,21238,103.1863
56235,30,1,26131,101.5918
56236,71,2,6656,89.2356
56237,57,3,1955,62.3562
56238,52,1,8177,74.4027
56239,81,2,921,83.5233
56240,67,1,4772,80.074
56241,70,2,5659,85.5041
56242,32,2,23095,95.274
56243,46,3,8578,69.5014
56244,46,1,14687,86.2384
56245,89,3,2165,94.9315
56246,36,3,13674,73.463
56247,33,3,18694,84.2164
56248,52,1,6091,68.6877
56249,58,2,10144,85.7918
56250,45,2,14279,84.1205
56251,52,1,8593,75.5425
56252,75,3,8043,97.0356
56253,76,1,5461,90.9616
56254,50,3,15541,92.5781
56255,35,1,16990,81.5479
56256,33,3,11308,63.9808
56257,42,1,20183,97.2959
56258,57,2,4793,70.1315
56259,32,1,10417,60.5397
56260,45,1,20487,101.1288
56261,71,1,2803,78.6795
56262,80,3,1465,84.0137
56263,41,1,18554,91.8329
56264,55,3,8322,77.8
56265,51,1,13195,87.1507
56266,34,1,23412,98.1425
56267,40,1,13419,76.7644
56268,32,2,21724,91.5178
56269,43,3,12813,78.1041
56270,63,3,9046,87.7836
56271,39,3,13646,76.3863
56272,45,3,15299,86.9151
56273,64,3,2351,70.4411
56274,80,3,377,81.0329
56275,32,3,5973,48.3644
56276,38,1,12408,71.9945
56277,32,2,14728,72.3507
56278,51,2,13908,89.1041
56279,50,2,11075,80.3425
56280,77,1,3456,86.4685
56281,71,3,8356,93.8932
56282,36,3,13215,72.2055
56283,69,1,6984,88.1342
56284,47,1,4014,57.9973
56285,43,2,12355,76.8493
56286,60,2,9610,86.3288
56287,42,1,9919,69.1753
56288,76,3,6121,92.7699
56289,39,3,18928,90.8575
56290,31,2,15206,72.6603
56291,60,3,9930,87.2055
56292,66,1,6711,84.3863
56293,87,1,1614,91.4219
56294,51,2,15054,92.2438
56295,69,2,6306,86.2767
56296,73,3,7814,94.4082
56297,60,3,9294,85.463
56298,88,3,938,90.5699
56299,60,3,7127,79.526
56300,30,1,19412,83.1836
56301,73,2,6093,89.6932
56302,43,1,11410,74.2603
56303,67,1,4577,79.5397
56304,57,3,9669,83.4904
56305,71,3,2941,79.0575
56306,42,2,17178,89.063
56307,86,2,1141,89.126
56308,47,1,12657,81.6767
56309,66,1,6226,83.0575
56310,71,2,11654,102.9288
56311,75,1,7296,94.989
56312,33,1,18828,84.5836
56313,67,2,6861,85.7973
56314,43,2,13520,80.0411
56315,74,1,775,76.1233
56316,49,1,5722,64.6767
56317,68,2,8216,90.5096
56318,86,3,2640,93.2329
56319,76,2,2621,83.1808
56320,73,3,485,74.3288
56321,44,2,9968,71.3096
56322,49,1,13022,84.6767
56323,50,3,10906,79.8795
56324,33,2,6118,49.7616
56325,51,3,8303,73.7479
56326,45,3,6671,63.2767
56327,53,3,16826,99.0986
56328,48,2,8135,70.2877
56329,48,1,13499,84.9836
56330,59,1,11467,90.4164
56331,45,1,17856,93.9205
56332,73,2,5152,87.1151
56333,44,3,9596,70.2904
56334,36,1,8609,59.5863
56335,59,1,11784,91.2849
56336,30,1,6213,47.0219
56337,40,2,15062,81.2658
56338,46,2,15228,87.7205
56339,69,2,8487,92.2521
56340,30,1,17426,77.7425
56341,73,1,6978,92.1178
56342,37,3,10630,66.1233
56343,41,1,18480,91.6301
56344,66,2,8361,88.9068
56345,90,1,3687,100.1014
56346,82,1,3515,91.6301
56347,39,2,10127,66.7452
56348,79,1,2908,86.9671
56349,78,1,2795,85.6575
56350,56,3,3559,65.7507
56351,72,2,15,72.0411
56352,89,3,2682,96.3479
56353,39,1,15257,80.8
56354,66,3,7057,85.3342
56355,67,1,9116,91.9753
56356,34,1,18612,84.9918
56357,52,1,8377,74.9507
56358,70,2,603,71.6521
56359,47,1,10351,75.3589
56360,30,3,10986,60.0986
56361,72,3,4905,85.4384
56362,74,2,11342,105.074
56363,55,1,5808,70.9123
56364,44,2,6572,62.0055
56365,78,2,8275,100.6712
56366,67,3,3250,75.9041
56367,59,1,11727,91.1288
56368,82,2,5153,96.1178
56369,52,1,1592,56.3616
56370,50,1,9945,77.2466
56371,69,3,7081,88.4
56372,38,1,17490,85.9178
56373,73,3,1599,77.3808
56374,45,1,13010,80.6438
56375,70,2,6249,87.1205
56376,55,2,4204,66.5178
56377,51,3,9913,78.1589
56378,53,1,13632,90.3479
56379,49,2,2699,56.3945
56380,40,2,7365,60.1781
56381,67,2,12624,101.5863
56382,50,1,6358,67.4192
56383,67,2,2450,73.7123
56384,56,1,5113,70.0082
56385,66,1,9653,92.4466
56386,63,3,572,64.5671
56387,33,3,20776,89.9205
56388,69,1,8469,92.2027
56389,31,3,11277,61.8959
56390,36,2,26822,109.4849
56391,35,1,18723,86.2959
56392,61,1,8735,84.9315
56393,45,3,18421,95.4685
56394,88,1,1556,92.263
56395,56,1,14356,95.3315
56396,67,1,8915,91.4247
56397,34,2,11827,66.4027
56398,61,1,5831,76.9753
56399,34,3,13143,70.0082
56400,60,1,6193,76.9671
56401,42,2,9516,68.0712
56402,65,2,3442,74.4301
56403,63,2,4904,76.4356
56404,63,1,6310,80.2877
56405,56,3,10547,84.8959
56406,35,2,14777,75.4849
56407,31,3,2607,38.1425
56408,67,3,4208,78.5288
56409,42,1,20162,97.2384
56410,66,2,6198,82.9808
56411,49,2,10462,77.663
56412,44,2,13186,80.126
56413,80,2,7783,101.3233
56414,69,2,3485,78.5479
56415,78,3,2092,83.7315
56416,78,2,2737,85.4986
56417,53,2,9111,77.9616
56418,82,3,1902,87.211
56419,49,2,362,49.9918
56420,45,1,12539,79.3534
56421,35,3,8255,57.6164
56422,85,3,1976,90.4137
56423,39,1,16414,83.9699
56424,47,1,2467,53.7589
56425,34,2,14134,72.7233
56426,46,2,3704,56.1479
56427,52,3,10133,79.7616
56428,41,3,16526,86.2767
56429,45,1,6478,62.7479
56430,36,3,17814,84.8055
56431,49,1,15960,92.726
56432,80,3,4003,90.9671
56433,52,3,8292,74.7178
56434,30,3,19846,84.3726
56435,48,1,13539,85.0932
56436,37,3,8168,59.3781
56437,43,2,18101,92.5918
56438,39,3,3520,48.6438
56439,56,2,10992,86.1151
56440,31,1,22950,93.8767
56441,84,2,6600,102.0822
56442,50,3,7139,69.5589
56443,56,2,2099,61.7507
56444,61,1,4428,73.1315
56445,47,3,4937,60.526
56446,72,2,2936,80.0438
56447,40,1,9532,66.1151
56448,37,3,17920,86.0959
56449,88,3,4210,99.5342
56450,35,1,15971,78.7562
56451,62,3,6880,80.8493
56452,47,3,15643,89.8575
56453,35,1,21706,94.4685
56454,31,1,20685,87.6712
56455,31,3,14777,71.4849
56456,55,3,2522,61.9096
56457,68,2,11351,99.0986
56458,59,1,12451,93.1123
56459,64,3,8572,87.4849
56460,45,2,15877,88.4986
56461,65,2,1602,69.389
56462,70,1,8268,92.6521
56463,57,2,10969,87.0521
56464,66,2,5704,81.6274
56465,63,3,2570,70.0411
56466,57,1,3539,66.6959
56467,42,3,12007,74.8959
56468,63,2,4025,74.0274
56469,83,1,2134,88.8466
56470,51,3,11870,83.5205
56471,43,3,1575,47.3151
56472,57,1,7167,76.6356
56473,48,3,2036,53.5781
56474,68,2,6274,85.189
56475,60,3,6678,78.2959
56476,50,1,11213,80.7205
56477,70,3,10317,98.2658
56478,35,2,15419,77.2438
56479,65,3,12860,100.2329
56480,38,2,17398,85.6658
56481,39,2,18087,88.5534
56482,47,3,18927,98.8548
56483,72,3,121,72.3315
56484,49,3,7114,68.4904
56485,63,1,13550,100.1233
56486,53,2,9473,78.9534
56487,42,3,17544,90.0658
56488,81,3,1592,85.3616
56489,63,1,9549,89.1616
56490,90,1,2797,97.663
56491,49,3,20493,105.1452
56492,90,2,3176,98.7014
56493,65,1,9074,89.8603
56494,30,2,13978,68.2959
56495,31,2,17008,77.5973
56496,71,1,8938,95.4877
56497,46,3,5356,60.674
56498,47,3,10933,76.9534
56499,33,1,19189,85.5726
56500,86,2,1054,88.8877
56501,40,1,21214,98.1205
56502,45,3,6546,62.9342
56503,83,3,2151,88.8932
56504,70,3,4523,82.3918
56505,76,2,953,78.611
56506,37,2,18888,88.7479
56507,84,2,987,86.7041
56508,75,3,3112,83.526
56509,65,1,13014,100.6548
56510,65,3,6705,83.3699
56511,73,1,2937,81.0466
56512,65,1,5538,80.1726
56513,50,1,13454,86.8603
56514,55,1,4820,68.2055
56515,71,3,7949,92.7781
56516,56,2,1334,59.6548
56517,31,2,22229,91.9014
56518,33,1,11002,63.1425
56519,85,3,759,87.0795
56520,56,2,10868,85.7753
56521,55,3,2595,62.1096
56522,65,3,6871,83.8247
56523,43,2,14663,83.1726
56524,81,2,431,82.1808
56525,51,1,5689,66.5863
56526,69,3,4278,80.7205
56527,37,2,22442,98.4849
56528,60,2,7479,80.4904
