"ID","start_age","grid","death_day","death_age"
1005,74,3,2149,79.8877
1006,53,2,11526,84.5781
1007,69,2,5879,85.1068
1008,44,2,18294,94.1205
1009,33,1,5209,47.2712
1010,51,3,731,53.0027
1011,52,1,11594,83.7644
1012,46,1,6401,63.537
1013,38,1,21238,96.1863
1014,54,2,7686,75.0575
1015,30,1,15431,72.2767
1016,69,2,7198,88.7205
1017,57,2,7389,77.2438
1018,61,1,6124,77.7781
1019,52,3,10601,81.0438
1020,43,3,7578,63.7616
1021,52,3,14720,92.3288
1022,70,3,5841,86.0027
1023,58,1,11867,90.5123
1024,48,3,1506,52.126
1025,71,2,5026,84.7699
1026,45,1,14326,84.2493
1027,58,1,3872,68.6082
1028,51,3,8354,73.8877
1029,42,2,15705,85.0274
1030,57,3,10258,85.1041
1031,41,1,17954,90.189
1032,56,1,5531,71.1534
1033,51,1,19643,104.8164
1034,36,3,6690,54.3288
1035,60,1,5813,75.926
1036,56,2,12043,88.9945
1037,37,1,13393,73.6932
1038,57,3,9155,82.0822
1039,50,3,4320,61.8356
1040,51,1,13035,86.7123
1041,73,1,748,75.0493
1042,66,3,8553,89.4329
1043,52,3,11154,82.5589
1044,55,3,6969,74.0932
1045,41,1,6607,59.1014
1046,33,2,17039,79.6822
1047,48,1,11839,80.4356
1048,30,1,24501,97.126
1049,75,3,6007,91.4575
1050,89,3,631,90.7288
1051,65,3,9582,91.2521
1052,72,1,1304,75.5726
1053,77,2,4604,89.6137
1054,56,2,11839,88.4356
1055,57,2,7985,78.8767
1056,43,1,17604,91.2301
1057,62,3,7475,82.4795
1058,41,2,3600,50.863
1059,43,2,12687,77.7589
1060,65,1,3352,74.1836
1061,66,1,5449,80.9288
1062,38,1,14780,78.4932
1063,44,2,9505,70.0411
1064,47,3,16534,92.2986
1065,33,3,18383,83.3644
1066,65,1,3198,73.7616
1067,56,3,1887,61.1699
1068,36,1,22681,98.1397
1069,86,3,1276,89.4959
1070,57,1,12713,91.8301
1071,70,3,9053,94.8027
1072,74,1,7576,94.7562
1073,76,2,4640,88.7123
1074,71,3,7493,91.5288
1075,61,3,5461,75.9616
1076,60,2,11879,92.5452
1077,42,1,15774,85.2164
1078,31,2,19918,85.5699
1079,50,2,9606,76.3178
1080,47,2,13405,83.726
1081,48,1,9674,74.5041
1082,38,2,780,40.137
1083,45,2,5620,60.3973
1084,49,1,13326,85.5096
1085,68,2,8065,90.0959
1086,42,3,16000,85.8356
1087,35,1,16449,80.0658
1088,31,2,25476,100.7973
1089,71,3,6793,89.611
1090,53,1,8232,75.5534
1091,71,2,8640,94.6712
1092,33,1,21982,93.2247
1093,35,2,23398,99.1041
1094,36,1,18533,86.7753
1095,67,1,5195,81.2329
1096,68,1,11320,99.0137
1097,89,1,826,91.263
1098,60,3,2607,67.1425
1099,43,3,10162,70.8411
1100,39,3,16098,83.1041
1101,71,2,9404,96.7644
1102,66,1,6934,84.9973
1103,40,3,19240,92.7123
1104,67,2,12055,100.0274
1105,75,2,7445,95.3973
1106,55,2,11211,85.7151
1107,59,3,11004,89.1479
1108,81,3,2694,88.3808
1109,83,1,2102,88.7589
1110,62,2,8008,83.9397
1111,33,2,13897,71.074
1112,72,2,6133,88.8027
1113,53,2,13624,90.326
1114,48,1,669,49.8329
1115,44,1,22534,105.737
1116,41,1,5222,55.3068
1117,50,2,6329,67.3397
1118,81,1,3872,91.6082
1119,42,2,10735,71.411
1120,57,1,13062,92.7863
1121,39,1,18023,88.3781
1122,39,3,11970,71.7945
1123,65,3,10314,93.2575
1124,44,3,8143,66.3096
1125,36,2,17551,84.0849
1126,32,3,18218,81.9123
1127,81,3,2539,87.9562
1128,57,2,13802,94.8137
1129,35,2,12411,69.0027
1130,57,2,10503,85.7753
1131,56,3,2770,63.589
1132,72,1,2796,79.6603
1133,65,2,9680,91.5205
1134,57,2,12579,91.463
1135,66,3,5104,79.9836
1136,68,3,8591,91.537
1137,48,3,4635,60.6986
1138,43,1,15734,86.1068
1139,55,2,13238,91.2685
1140,42,1,5593,57.3233
1141,73,3,5138,87.0767
1142,49,2,10224,77.011
1143,33,1,23776,98.1397
1144,83,1,695,84.9041
1145,40,2,13254,76.3123
1146,49,3,12020,81.9315
1147,60,2,10601,89.0438
1148,60,3,10578,88.9808
1149,45,3,16732,90.8411
1150,36,1,14017,74.4027
1151,79,3,5244,93.3671
1152,59,3,14957,99.9781
1153,67,3,4278,78.7205
1154,79,3,6892,97.8822
1155,55,2,17025,101.6438
1156,47,1,15417,89.2384
1157,33,3,19059,85.2164
1158,74,3,10493,102.7479
1159,54,1,13861,91.9753
1160,39,1,19618,92.7479
1161,48,2,15915,91.6027
1162,39,3,6422,56.5945
1163,52,1,8206,74.4822
1164,41,1,22162,101.7178
1165,35,1,14513,74.7616
1166,33,3,11454,64.3808
1167,64,3,7198,83.7205
1168,43,2,13968,81.2685
1169,37,3,12763,71.9671
1170,85,2,2369,91.4904
1171,49,3,14099,87.6274
1172,49,3,19641,102.811
1173,62,3,14065,100.5342
1174,79,1,5096,92.9616
1175,40,1,7848,61.5014
1176,56,1,2446,62.7014
1177,66,2,7176,85.6603
1178,49,1,15679,91.9562
1179,34,3,18431,84.4959
1180,61,1,8941,85.4959
1181,30,1,17326,77.4685
1182,40,2,16989,86.5452
1183,63,2,4012,73.9918
1184,75,2,744,77.0384
1185,70,2,3753,80.2822
1186,36,2,18455,86.5616
1187,48,3,6956,67.0575
1188,70,1,4153,81.3781
1189,64,3,6600,82.0822
1190,59,2,7306,79.0164
1191,35,3,18676,86.1671
1192,57,3,7224,76.7918
1193,51,1,12167,84.3342
1194,68,3,4816,81.1945
1195,31,1,12978,66.5562
1196,39,1,17313,86.4329
1197,76,2,6319,93.3123
1198,35,1,16269,79.5726
1199,85,2,4290,96.7534
1200,48,1,14461,87.6192
1201,74,1,3241,82.8795
1202,77,3,4715,89.9178
1203,53,2,7309,73.0247
1204,65,1,9231,90.2904
1205,53,2,16461,98.0986
1206,88,1,87,88.2384
1207,33,2,12688,67.7616
1208,37,1,9302,62.4849
1209,70,1,5105,83.9863
1210,56,3,6182,72.937
1211,50,1,12001,82.8795
1212,90,2,3231,98.8521
1213,42,1,7583,62.7753
1214,54,3,12969,89.5315
1215,33,3,7525,53.6164
1216,71,3,1889,76.1753
1217,48,2,16552,93.3479
1218,71,1,2489,77.8192
1219,39,1,9107,63.9507
1220,82,1,5013,95.7342
1221,46,1,15274,87.8466
1222,55,1,1262,58.4575
1223,35,1,15697,78.0055
1224,77,1,3497,86.5808
1225,83,1,1504,87.1205
1226,31,2,17009,77.6
1227,53,2,9676,79.5096
1228,40,1,17340,87.5068
1229,75,2,8333,97.8301
1230,55,2,1895,60.1918
1231,30,1,20470,86.0822
1232,43,1,17217,90.1699
1233,45,3,4157,56.389
1234,58,2,4642,70.7178
1235,41,2,13517,78.0329
1236,32,3,10231,60.0301
1237,35,3,19987,89.7589
1238,65,2,6361,82.4274
1239,81,3,4426,93.126
1240,44,2,18091,93.5644
1241,33,3,10695,62.3014
1242,45,1,19028,97.1315
1243,60,1,6469,77.7233
1244,51,3,9389,76.7233
1245,71,1,7830,92.4521
1246,43,2,19725,97.0411
1247,57,3,8878,81.3233
1248,31,3,19787,85.211
1249,39,2,11842,71.4438
1250,66,1,3496,75.5781
1251,72,1,488,73.337
1252,54,3,12703,88.8027
1253,57,1,12366,90.8795
1254,30,3,12693,64.7753
1255,36,2,17904,85.0521
1256,75,1,4543,87.4466
1257,33,1,11115,63.4521
1258,41,2,14629,81.0795
1259,87,3,2747,94.526
1260,58,3,2785,65.6301
1261,41,3,5560,56.2329
1262,60,2,8543,83.4055
1263,31,2,11561,62.674
1264,36,1,9011,60.6877
1265,65,2,12158,98.3096
1266,33,3,17340,80.5068
1267,60,1,6126,76.7836
1268,81,2,2072,86.6767
1269,34,1,22350,95.2329
1270,85,2,1827,90.0055
1271,31,2,23713,95.9671
1272,66,1,5023,79.7616
1273,51,1,10519,79.8192
1274,57,1,7483,77.5014
1275,76,1,3590,85.8356
1276,57,1,6953,76.0493
1277,67,1,6055,83.589
1278,60,1,5188,74.2137
1279,44,1,6026,60.5096
1280,48,2,6668,66.2685
1281,39,3,13447,75.8411
1282,74,1,7578,94.7616
1283,59,3,10948,88.9945
1284,68,2,13527,105.0603
1285,57,3,8375,79.9452
1286,43,2,19574,96.6274
1287,66,3,8114,88.2301
1288,56,3,11729,88.1342
1289,46,3,12866,81.2493
1290,55,1,14639,95.1068
1291,72,1,8282,94.6904
1292,55,1,12705,89.8082
1293,39,2,15641,81.8521
1294,74,1,1077,76.9507
1295,47,1,11694,79.0384
1296,44,2,4984,57.6548
1297,69,3,7829,90.4493
1298,66,1,4209,77.5315
1299,73,3,4289,84.7507
1300,57,2,7262,76.8959
1301,31,3,20699,87.7096
1302,53,3,5513,68.1041
1303,56,3,11849,88.463
1304,73,2,8204,95.4767
1305,66,2,7073,85.3781
1306,57,1,2980,65.1644
1307,33,2,14528,72.8027
1308,36,1,19094,88.3123
1309,64,2,7676,85.0301
1310,34,1,15300,75.9178
1311,39,3,14004,77.3671
1312,47,1,11720,79.1096
1313,74,1,1531,78.1945
1314,41,1,15765,84.1918
1315,65,3,7582,85.7726
1316,35,1,14281,74.126
1317,69,3,5776,84.8247
1318,42,2,8368,64.926
1319,56,3,6850,74.7671
1320,31,2,20699,87.7096
1321,71,2,9026,95.7288
1322,46,2,8866,70.2904
1323,79,1,1854,84.0795
1324,47,3,8862,71.2795
1325,86,2,3146,94.6192
1326,48,3,12302,81.7041
1327,53,3,14640,93.1096
1328,53,3,18302,103.1425
1329,30,2,24981,98.4411
1330,61,1,8708,84.8575
1331,54,2,12908,89.3644
1332,45,2,11454,76.3808
1333,58,2,13113,93.926
1334,60,3,9900,87.1233
1335,51,2,15595,93.726
1336,38,1,16653,83.6247
1337,65,1,1021,67.7973
1338,67,1,4606,79.6192
1339,73,1,8147,95.3205
1340,56,1,10699,85.3123
1341,44,2,7786,65.3315
1342,52,3,6674,70.2849
1343,48,3,9094,72.9151
1344,41,1,10611,70.0712
1345,62,1,10672,91.2384
1346,83,1,763,85.0904
1347,43,3,16250,87.5205
1348,62,1,8711,85.8658
1349,56,3,10947,85.9918
1350,59,3,10700,88.3151
1351,31,2,16923,77.3644
1352,30,3,10597,59.0329
1353,36,3,17652,84.3616
1354,31,3,14981,72.0438
1355,34,2,12069,67.0658
1356,52,2,8063,74.0904
1357,39,2,16451,84.0712
1358,71,3,3889,81.6548
1359,41,2,22073,101.474
1360,53,2,11010,83.1644
1361,62,3,7758,83.2548
1362,37,1,13158,73.0493
1363,73,1,9871,100.0438
1364,51,3,15526,93.537
1365,41,3,8968,65.5699
1366,44,3,17414,91.7096
1367,37,1,18931,88.8658
1368,58,1,12156,91.3041
1369,37,3,20267,92.526
1370,38,1,12749,72.9288
1371,46,1,15104,87.3808
1372,38,2,4262,49.6767
1373,49,2,8666,72.7425
1374,60,3,2615,67.1644
1375,64,2,13207,100.1836
1376,72,3,72,72.1973
1377,47,3,10954,77.011
1378,83,3,2035,88.5753
1379,30,1,22290,91.0685
1380,60,3,6741,78.4685
1381,52,1,10553,80.9123
1382,46,1,6749,64.4904
1383,76,2,1988,81.4466
1384,33,3,8256,55.6192
1385,76,3,2211,82.0575
1386,38,2,22018,98.3233
1387,40,1,5514,55.1068
1388,75,3,6784,93.5863
1389,32,2,16893,78.2822
1390,41,3,14428,80.5288
1391,89,2,2931,97.0301
1392,63,3,5249,77.3808
1393,50,3,1003,52.7479
1394,48,3,15419,90.2438
1395,52,3,11852,84.4712
1396,71,3,5822,86.9507
1397,62,3,3991,72.9342
1398,52,3,15232,93.7315
1399,32,1,11904,64.6137
1400,41,2,10363,69.3918
1401,41,3,11875,73.5342
1402,40,3,13415,76.7534
1403,32,2,8343,54.8575
1404,54,1,5729,69.6959
1405,41,2,15365,83.0959
1406,68,1,2499,74.8466
1407,56,1,13882,94.0329
1408,82,2,3295,91.0274
1409,34,3,18414,84.4493
1410,82,1,6954,101.0521
1411,66,2,8328,88.8164
1412,80,2,4618,92.6521
1413,60,1,6548,77.9397
1414,37,1,13057,72.7726
1415,38,1,19268,90.789
1416,66,1,56,66.1534
1417,58,2,5577,73.2795
1418,44,2,20095,99.0548
1419,69,2,9389,94.7233
1420,46,3,15450,88.3288
1421,74,2,401,75.0986
1422,58,2,5639,73.4493
1423,50,1,3604,59.874
1424,81,2,1888,86.1726
1425,52,2,12563,86.4192
1426,34,3,13695,71.5205
1427,52,3,9868,79.0356
1428,87,1,2322,93.3616
1429,80,2,3993,90.9397
1430,50,1,10564,78.9425
1431,75,1,7529,95.6274
1432,44,1,8471,67.2082
1433,70,3,12804,105.0795
1434,71,3,7950,92.7808
1435,48,3,11975,80.8082
1436,48,3,15389,90.1616
1437,61,1,7791,82.3452
1438,75,2,338,75.926
1439,62,1,1223,65.3507
1440,55,3,16069,99.0247
1441,37,1,22959,99.9014
1442,60,2,9808,86.8712
1443,31,3,20757,87.8685
1444,54,3,2465,60.7534
1445,67,3,2749,74.5315
1446,68,3,7556,88.7014
1447,32,1,15615,74.7808
1448,51,2,12728,85.8712
1449,54,1,9295,79.4658
1450,42,3,16685,87.7123
1451,59,1,10738,88.4192
1452,67,3,4091,78.2082
1453,65,3,5701,80.6192
1454,35,3,14101,73.6329
1455,58,3,9583,84.2548
1456,70,1,5555,85.2192
1457,41,3,13698,78.5288
1458,66,2,10493,94.7479
1459,73,1,6250,90.1233
1460,35,2,19402,88.1562
1461,84,3,517,85.4164
1462,67,3,2388,73.5425
1463,71,2,1715,75.6986
1464,39,1,7883,60.5973
1465,31,1,9206,56.2219
1466,75,2,5389,89.7644
1467,79,1,4111,90.263
1468,36,3,15523,78.5288
1469,53,1,11509,84.5315
1470,52,1,13449,88.8466
1471,64,1,8114,86.2301
1472,33,3,15779,76.2301
1473,66,1,1473,70.0356
1474,49,2,5721,64.674
1475,52,2,11951,84.7425
1476,66,2,9946,93.2493
1477,52,1,10057,79.5534
1478,90,1,3789,100.3808
1479,74,1,3034,82.3123
1480,72,3,3312,81.074
1481,68,1,3242,76.8822
1482,35,2,11538,66.611
1483,73,2,5361,87.6877
1484,71,1,3926,81.7562
1485,89,3,27,89.074
1486,32,2,15240,73.7534
1487,67,1,9178,92.1452
1488,50,2,14962,90.9918
1489,58,1,13797,95.8
1490,73,2,1887,78.1699
1491,30,2,18053,79.4603
1492,30,2,23056,93.1671
1493,90,3,104,90.2849
1494,68,2,5856,84.0438
1495,45,2,12744,79.9151
1496,71,1,4329,82.8603
1497,89,1,1468,93.0219
1498,39,2,16467,84.1151
1499,61,2,4047,72.0877
1500,51,2,5733,66.7068
1501,81,1,3015,89.2603
1502,88,2,1251,91.4274
1503,52,1,10026,79.4685
1504,40,1,9337,65.5808
1505,64,3,2177,69.9644
1506,57,1,5590,72.3151
1507,58,1,8162,80.3616
1508,50,3,5331,64.6055
1509,50,3,14334,89.2712
1510,59,1,6771,77.5507
1511,51,3,8933,75.474
1512,83,2,1665,87.5616
1513,73,3,7818,94.4192
1514,40,1,11258,70.8438
1515,50,2,16838,96.1315
1516,50,3,13618,87.3096
1517,30,3,18756,81.3863
1518,48,2,12408,81.9945
1519,50,1,15568,92.6521
1520,39,1,19487,92.389
1521,65,1,4213,76.5425
1522,30,1,21165,87.9863
1523,66,2,6864,84.8055
1524,50,3,15659,92.9014
1525,66,3,8974,90.5863
1526,30,1,9775,56.7808
1527,32,1,6667,50.2658
1528,50,2,12340,83.8082
1529,61,3,8119,83.2438
1530,40,3,21245,98.2055
1531,73,3,814,75.2301
1532,64,1,9629,90.3808
1533,78,3,3656,88.0164
1534,49,2,9603,75.3096
1535,49,3,12984,84.5726
1536,41,3,17336,88.4959
1537,47,2,10438,75.5973
1538,41,3,17383,88.6247
1539,81,1,834,83.2849
1540,53,3,11754,85.2027
1541,32,3,764,34.0932
1542,69,1,6570,87
1543,45,2,17237,92.2247
1544,56,3,8752,79.9781
1545,63,2,7895,84.6301
1546,43,1,16737,88.8548
1547,32,2,10982,62.0877
1548,50,2,18991,102.0301
1549,59,1,6767,77.5397
1550,86,1,2645,93.2466
1551,85,1,2532,91.937
1552,34,1,14145,72.7534
1553,54,2,14939,94.9288
1554,49,1,7990,70.8904
1555,48,3,13121,83.9479
1556,45,2,12069,78.0658
1557,63,3,7806,84.3863
1558,43,3,20329,98.6959
1559,48,2,12354,81.8466
1560,88,2,3095,96.4795
1561,70,1,720,71.9726
1562,44,2,19538,97.5288
1563,72,1,6168,88.8986
1564,40,3,23195,103.5479
1565,54,3,15657,96.8959
1566,37,1,21491,95.8795
1567,35,1,13673,72.4603
1568,78,2,7190,97.6986
1569,34,1,17262,81.2932
1570,75,2,5591,90.3178
1571,43,1,14524,82.7918
1572,31,1,17773,79.6932
1573,70,1,2997,78.211
1574,47,1,18260,97.0274
1575,31,1,27349,105.9288
1576,67,3,6210,84.0137
1577,31,3,20308,86.6384
1578,50,3,17004,96.5863
1579,42,1,14634,82.0932
1580,54,3,9414,79.7918
1581,62,2,4900,75.4247
1582,33,1,10879,62.8055
1583,38,1,16533,83.2959
1584,34,3,13734,71.6274
1585,71,1,8158,93.3507
1586,60,3,3374,69.2438
1587,61,2,6169,77.9014
1588,48,1,11569,79.6959
1589,50,2,11206,80.7014
1590,46,2,14272,85.1014
1591,70,1,4761,83.0438
1592,77,1,5718,92.6658
1593,62,2,2705,69.411
1594,59,3,12928,94.4192
1595,45,3,15273,86.8438
1596,33,2,13186,69.126
1597,58,1,13236,94.263
1598,38,1,12577,72.4575
1599,67,1,10272,95.1425
1600,44,3,3908,54.7068
1601,61,2,11604,92.7918
1602,35,1,17564,83.1205
1603,42,1,19365,95.0548
1604,72,1,3340,81.1507
1605,71,2,5146,85.0986
1606,32,1,25137,100.8685
1607,76,2,308,76.8438
1608,36,1,20022,90.8548
1609,59,2,8793,83.0904
1610,52,3,9804,78.8603
1611,57,3,5298,71.5151
1612,66,1,9136,91.0301
1613,52,3,14871,92.7425
1614,88,3,2808,95.6932
1615,87,2,2332,93.389
1616,48,2,15359,90.0795
1617,59,2,5847,75.0192
1618,46,1,11640,77.8904
1619,51,1,12405,84.9863
1620,40,1,14018,78.4055
1621,30,1,13565,67.1644
1622,31,2,14715,71.3151
1623,32,3,13500,68.9863
1624,68,3,1588,72.3507
1625,52,3,13182,88.1151
1626,74,2,4549,86.463
1627,58,3,11641,89.8932
1628,38,3,19780,92.1918
1629,59,1,317,59.8685
1630,77,2,2603,84.1315
1631,70,3,5820,85.9452
1632,54,2,5695,69.6027
1633,50,1,11143,80.5288
1634,62,1,7357,82.1562
1635,77,2,3761,87.3041
1636,77,1,1025,79.8082
1637,38,2,17978,87.2548
1638,42,3,14002,80.3616
1639,35,3,20320,90.6712
1640,70,1,1688,74.6247
1641,35,2,21185,93.0411
1642,72,3,8377,94.9507
1643,69,1,2319,75.3534
1644,82,3,4573,94.5288
1645,52,2,14589,91.9699
1646,81,3,762,83.0877
1647,70,1,2907,77.9644
1648,76,2,509,77.3945
1649,48,1,4237,59.6082
1650,34,2,21058,91.6932
1651,43,1,6965,62.0822
1652,66,3,4047,77.0877
1653,47,2,12952,82.4849
1654,48,3,13810,85.8356
1655,31,2,20381,86.8384
1656,55,1,9881,82.0712
1657,35,2,20985,92.4932
1658,77,3,354,77.9699
1659,33,1,17168,80.0356
1660,69,3,846,71.3178
1661,74,3,4914,87.463
1662,31,2,21296,89.3452
1663,43,3,12804,78.0795
1664,61,3,8282,83.6904
1665,70,2,7303,90.0082
1666,49,1,11274,79.8877
1667,81,3,1465,85.0137
1668,48,3,16020,91.8904
1669,50,1,7555,70.6986
1670,43,2,18109,92.6137
1671,60,1,3308,69.063
1672,57,3,9763,83.7479
1673,31,1,2514,37.8877
1674,67,2,8287,89.7041
1675,39,2,14077,77.5671
1676,62,1,10268,90.1315
1677,55,3,11924,87.6685
1678,61,3,10373,89.4192
1679,60,2,8391,82.989
1680,43,3,18027,92.389
1681,40,1,20824,97.0521
1682,56,3,9112,80.9644
1683,90,2,1374,93.7644
1684,45,2,13274,81.3671
1685,45,1,14781,85.4959
1686,31,3,19604,84.7096
1687,55,1,7644,75.9425
1688,59,2,10941,88.9753
1689,67,2,7017,86.2247
1690,83,3,1692,87.6356
1691,53,3,15423,95.2548
1692,33,3,22215,93.863
1693,42,2,13858,79.9671
1694,76,3,2180,81.9726
1695,74,2,8348,96.8712
1696,73,2,3081,81.4411
1697,82,1,949,84.6
1698,62,1,9586,88.263
1699,53,2,16850,99.1644
1700,38,2,22604,99.9288
1701,65,2,7131,84.537
1702,34,3,17240,81.2329
1703,52,2,8403,75.0219
1704,81,3,7042,100.2932
1705,74,2,8794,98.0932
1706,65,2,5089,78.9425
1707,35,1,7574,55.7507
1708,59,2,6695,77.3425
1709,88,2,3487,97.5534
1710,60,3,11849,92.463
1711,43,3,15834,86.3808
1712,33,1,17073,79.7753
1713,33,2,16367,77.8411
1714,76,3,5578,91.2822
1715,47,2,13834,84.9014
1716,82,1,2482,88.8
1717,57,3,12906,92.3589
1718,54,2,12958,89.5014
1719,82,3,1759,86.8192
1720,35,3,21520,93.9589
1721,72,1,6360,89.4247
1722,48,1,14151,86.7699
1723,57,3,6590,75.0548
1724,44,1,12418,78.0219
1725,33,1,19383,86.1041
1726,69,3,8170,91.3836
1727,39,3,19000,91.0548
1728,62,1,5794,77.874
1729,50,3,11619,81.8329
1730,39,3,14647,79.1288
1731,89,2,798,91.1863
1732,51,1,9627,77.3753
1733,31,2,16644,76.6
1734,81,3,464,82.2712
1735,75,3,4149,86.3671
1736,59,3,8939,83.4904
1737,44,2,20418,99.9397
1738,71,1,3284,79.9973
1739,83,2,360,83.9863
1740,74,2,2099,79.7507
1741,36,2,16339,80.7644
1742,85,1,2991,93.1945
1743,57,2,12420,91.0274
1744,30,2,22572,91.8411
1745,36,3,16981,82.5233
1746,30,3,9286,55.4411
1747,72,3,3809,82.4356
1748,69,3,6444,86.6548
1749,81,3,6584,99.0384
1750,47,3,9398,72.7479
1751,86,1,895,88.4521
1752,72,3,3525,81.6575
1753,70,2,4374,81.9836
1754,60,3,4667,72.7863
1755,85,3,468,86.2822
1756,54,1,7040,73.2877
1757,77,1,1205,80.3014
1758,49,1,14779,89.4904
1759,51,2,13266,87.3452
1760,81,2,225,81.6164
1761,63,1,8953,87.5288
1762,30,1,24443,96.9671
1763,37,3,19857,91.4027
1764,54,2,11336,85.0575
1765,50,1,12776,85.0027
1766,89,3,1390,92.8082
1767,77,3,1283,80.5151
1768,46,2,9760,72.7397
1769,65,2,753,67.063
1770,78,3,2273,84.2274
1771,63,3,3314,72.0795
1772,61,3,10426,89.5644
1773,37,2,22623,98.9808
1774,59,3,8085,81.1507
1775,43,2,9175,68.137
1776,52,3,9745,78.6986
1777,40,1,8637,63.663
1778,42,2,14018,80.4055
1779,62,3,4779,75.0932
1780,52,1,4946,65.5507
1781,37,3,19344,89.9973
1782,42,1,9251,67.3452
1783,65,3,2480,71.7945
1784,60,2,8521,83.3452
1785,36,2,12036,68.9753
1786,33,1,17555,81.0959
1787,85,2,1071,87.9342
1788,47,1,17633,95.3096
1789,63,1,8544,86.4082
1790,74,1,4322,85.8411
1791,41,1,9540,67.137
1792,31,2,21275,89.2877
1793,59,3,7798,80.3644
1794,73,2,5175,87.1781
1795,47,3,12521,81.3041
1796,45,1,12116,78.1945
1797,61,1,1734,65.7507
1798,84,3,3743,94.2548
1799,59,1,4885,72.3836
1800,54,2,16639,99.5863
1801,37,1,25098,105.7616
1802,74,2,3112,82.526
1803,40,1,16549,85.3397
1804,63,1,8454,86.1616
1805,60,2,13400,96.7123
1806,32,2,21827,91.8
1807,82,3,1432,85.9233
1808,58,3,13345,94.5616
1809,75,3,5301,89.5233
1810,55,1,2282,61.2521
1811,42,2,9000,66.6575
1812,59,2,6434,76.6274
1813,70,2,3620,79.9178
1814,64,3,6399,81.5315
1815,53,1,10082,80.6219
1816,52,1,15288,93.8849
1817,60,2,8420,83.0685
1818,51,2,5345,65.6438
1819,59,3,9756,85.7288
1820,30,3,7695,51.0822
1821,89,3,1335,92.6575
1822,49,2,9770,75.7671
1823,35,3,20971,92.4548
1824,75,3,5813,90.926
1825,56,2,6156,72.8658
1826,76,1,1567,80.2932
1827,31,2,19755,85.1233
1828,76,1,2654,83.2712
1829,66,3,8909,90.4082
1830,69,2,7740,90.2055
1831,75,2,5036,88.7973
1832,54,2,13009,89.6411
1833,80,1,184,80.5041
1834,39,2,5924,55.2301
1835,31,2,24588,98.3644
1836,45,1,10890,74.8356
1837,62,1,8742,85.9507
1838,45,3,14875,85.7534
1839,82,2,2433,88.6658
1840,69,2,10535,97.863
1841,46,2,15014,87.1342
1842,53,2,14264,92.0795
1843,50,2,13105,85.9041
1844,69,3,7359,89.1616
1845,53,2,8469,76.2027
1846,30,2,24616,97.4411
1847,61,3,6727,79.4301
1848,41,1,19716,95.0164
1849,67,1,8348,89.8712
1850,44,3,9474,69.9562
1851,78,2,1976,83.4137
1852,74,1,3902,84.6904
1853,52,1,9666,78.4822
1854,33,1,21842,92.8411
1855,58,1,5467,72.9781
1856,58,2,6543,75.926
1857,89,1,4089,100.2027
1858,46,1,19964,100.6959
1859,63,2,10059,90.5589
1860,81,1,52,81.1425
1861,58,2,9504,84.0384
1862,64,1,1354,67.7096
1863,34,3,11065,64.3151
1864,75,3,748,77.0493
1865,54,3,12091,87.126
1866,40,2,10651,69.1808
1867,49,1,15689,91.9836
1868,77,3,4881,90.3726
1869,54,3,6116,70.7562
1870,63,2,4092,74.211
1871,43,1,11143,73.5288
1872,72,1,5551,87.2082
1873,41,3,19200,93.6027
1874,47,1,12120,80.2055
1875,41,1,2232,47.1151
1876,81,1,1498,85.1041
1877,49,1,3558,58.7479
1878,36,1,15744,79.1342
1879,79,1,6832,97.7178
1880,46,1,10487,74.7315
1881,74,1,154,74.4219
1882,36,1,11445,67.3562
1883,47,1,18599,97.9562
1884,41,2,18527,91.7589
1885,32,1,16905,78.3151
1886,69,2,7292,88.9781
1887,39,2,19759,93.1342
1888,48,3,14630,88.0822
1889,45,3,14589,84.9699
1890,59,1,11984,91.8329
1891,56,1,10680,85.2603
1892,88,1,3310,97.0685
1893,42,3,12264,75.6
1894,66,3,2282,72.2521
1895,86,1,4360,97.9452
1896,57,1,6223,74.0493
1897,48,2,20962,105.4301
1898,72,2,3207,80.7863
1899,35,3,16842,81.1425
1900,56,3,4947,69.5534
1901,51,1,13945,89.2055
1902,43,1,13162,79.0603
1903,37,2,14703,77.2822
1904,75,3,1919,80.2575
1905,57,3,12249,90.5589
1906,56,1,9810,82.8767
1907,59,3,4745,72
1908,66,2,2239,72.1342
1909,61,1,7536,81.6466
1910,60,2,2630,67.2055
1911,32,3,14064,70.5315
1912,57,1,13521,94.0438
1913,58,2,12524,92.3123
1914,60,1,8318,82.789
1915,60,2,8937,84.4849
1916,33,3,15603,75.7479
1917,33,1,15255,74.7945
1918,64,2,9517,90.074
1919,72,3,4946,85.5507
1920,36,3,14378,75.3918
1921,69,2,734,71.011
1922,53,3,2287,59.2658
1923,88,3,5621,103.4
1924,54,3,12769,88.9836
1925,57,3,5402,71.8
1926,48,3,17030,94.6575
1927,55,3,9479,80.9699
1928,33,2,22168,93.7342
1929,56,2,4822,69.211
1930,84,1,584,85.6
1931,55,2,10080,82.6164
1932,51,1,14825,91.6164
1933,31,3,26980,104.9178
1934,31,3,13135,66.9863
1935,32,3,15163,73.5425
1936,37,1,13800,74.8082
1937,52,3,11488,83.474
1938,71,2,2818,78.7205
1939,43,2,17798,91.7616
1940,68,2,11016,98.1808
1941,55,2,12351,88.8384
1942,43,1,17996,92.3041
1943,30,2,17983,79.2685
1944,63,3,9173,88.1315
1945,33,1,1423,36.8986
